IIP ID,Summary,Text Genre,City Name,Language,Terminus ante quem,Terminus post quem,Object Type,Region,Likely religion,City Name,Description of Place Found,Material,Original text,Translation,Description
zoor0136,"Negev. Zoora, February 23, 431 CE. Tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,431,431,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",stone.other,"            +               +               +                               Ἄβδητος,  Ῥούφου, εὐλαβεστάτου διακόνου, ἀποθανόντος μετὰ  καλοῦ ὀνόματος ἐτῶν νεʹ,  ἐν                τκεʹ, μηνὸς Δύστρου                  θʹ, ἡμέρᾳ Κυρίου               βʹ. ,                 ἀθάνατος.         ","            Monument of Abdes, (son) of Rufus, the most pious deacon, who died having a good                    name (at the age) of 55 years, in the year 325, on the 9th (day) of (the) month                    Dystros, on (the) 2nd day of (the) Lord (Monday). Be of good cheer, no one (is)                    immortal.         ","            The inscription provides the date as the 9th day of the month Dystros in the year 325 according to the Era of the Province of Arabia, that is, February 23, 431 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The nearly rectangular stone is broken in the upper and lower left as well as the upper right corners. The smoothed, inscribed surface is flaked off in several places. The engraved text, written in round script, is set within incised guide-lines, which extend one line above the beginning of the text. Three crosses appear above the text. The central cross is outlined with serifs and inscribed within a circle. The two crosses flanking this central cross are outlined and have the letter chi inscribed within them. A frame surrounds both the text and these decorative figures. Three angular motifs appear at the ends of lines two and twelve. A horizontal bar appears above the age numeral in line eight. A horizontal stroke appears above the month day numeral in line ten. The text contains multiple spelling errors. The superlative εὐλαβέστατος, meaning ""most pious, most revered"" was often attributed to clerical officials. Its association with the office of deacon also appears at Mount Nebo, Rihab, and Gerasa. This attestation of the title at Ghor es-Safi is one of the earliest.         "
zoor0135,"Negev. Zoora. December 18, 430 CE. Purple sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,430,430,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            Α Ω               Μνημῖον Μνημεῖον Ὀγελάθης, ἀναπαυσομένης ἀναπαυσαμενης               μετὰ               καλοῦ ἀνόματος ὀνόματος καὶ καλλῆς καλῆς πίστεως ἐτῶν μαʹ,                ἔτους τκεʹ, μηνὸς               Αὐδονέου Αὐδυναίου               βʹ, ἡμέρᾳ               Κυρίου               εʹ.               Θάρσι Θάρσει, Ὀγελάθη, οὐδὶς οὐδεὶς ἀθάνατος.               +         ","            Monument of Ogelathe who came to rest having a good name and good faith (at the                    age) of 41 years, in the year 325, on the 2nd (day) of (the) month Audynaios, on                    (the) [5th] day of (the) Lord (Thursday). Be of good cheer, Ogelathe, no one                    (is) immortal.         ","            The inscription provides the date as the 2nd day of the month Audynaios in the year 325 according to the Era of the Province of Arabia, that is, December 18, 430 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The nearly rectangular stone is broken in the upper and lower left as well as the lower right corners. The smoothed, inscribed surface is weathered in the middle of the lower section. The engraved text is written in a mixture of round and square script. Above the text to the right, the letters alpha and a omega - the latter in miniscule form - are inscribed. An outlined cross appears below the text, and the text is flanked by two snakes, all of which are drawn in red paint. A pair of angular motifs flank the year numeral in line six. A pair of serpentine motifs drawn in red paint flank the month day and the lost weekday numerals in line seven. The damaged personal name Ὀγελάθη in line one is affirmed by its repetition in line eight. The name is derived from the Semitic root meaning, ""calf."" The weekday of the inscription has been restored based on the era year and month day.         "
zoor0134,"Negev. Zoora. July 1, 429 CE. Brownish sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,429,429,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            Μνημῖον Μνημεῖον Σάβα Σούββα,               ἀπαθανόντος ἀποθανόντος ἐτῶν               μʹ, ἐν ἔτι ἔτει               τκδʹ,               μηνὸς Πανέμου ιβʹ.               Θάρσι Θάρσει, οὐδὶς οὐδεὶς ἀθάνατος.               +               +         ","            Monument of Sabas, (son) of Soubba(s), who died (at the age) of 40 years, in the                    year 324, on the 12th (day) of (the) month Panemos. Be of good cheer, no one                    (is) immortal.         ","            The inscription provides the date as the the 12th of the month Panemos in the year 324 according to the Era of the Province of Arabia, that is, July 1, 429 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The rectangular stone is broken in the middle of the right side and chipped at the upper right corner. Accumulations of salt crystals and lichens are present on its smoothed, inscribed surface. The engraved text is written in square script and set within incised guide-lines. Below the text, a central amphora is flanked by two outlined crosses with serifs, all of which are engraved. Both the text and these decorative figures are surrounded by an engraved, rectangular frame. A horizontal bar appears above the age and year numerals in line five as well as the month day numeral in line six.         "
zoor0133,"Negev. Zoora. March 22, 429 - March 21, 430 CE. White sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,429,430,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            Μνημῖον Μνημεῖον Ὄσνης                    Λεοντίου. Ἦν ἐτῶν + + νʹ, τελευτήσασα                              τοῦ ἐν ἐν τῷ τκδʹ.         ","            Monument of Osne, (daughter) of Leontios. She was 50 years old, when she died in                    the (year) 324.         ","            The inscription provides the date as the year 324 according to the Era of the Province of Arabia, that is, between March 22, 429 and March 21, 430 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. Originally rectangular, the stone is curved at the top, broken in the lower left and right corners, and chipped and flaked in several places. Its smoothed, inscribed surface is weathered, and accumulations of salt crystals are scattered upon it. The engraved text is written in round script. In the space between lines four and five, two small crosses are incised. In line five, a horizontal bar appears above the age numeral. In line six, a horizontal stroke appears above and below the last two figures of the year numeral. The text contains both spelling and grammatical errors. The name of the deceased, though worn, seems to be Osne, which is derived from the Semitic root meaning, ""to be beautiful.""         "
zoor0137,"Negev. Zoora. July 22, 431 CE. White sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,431,431,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            +               Μνημῖον Μνημεῖον               Ἀλουλάφο Ἀλουλάφου Οὐλπιανοῦ, ἀποθανόντος ἐτῶνλθʹ, ἔτους               τκςʹ, μηνὶ               Λῴου γʹ, ἡμέρᾳ                  Κυρίου                              γʹ.               Θάρσι Θάρσει, οὐδὶς οὐδεὶς               ἀθάνοτος ἀθάνατος.         ","            Monument of Aloulafos, (son) of Ulpianus, who died (at the age) of 39 years, in                    (the) year 326, on the 3rd (day) of (the) month Loos, on (the) 3rd day of (the)                    Lord (Tuesday). Be of good cheer, no one (is) immortal.         ","            The inscription records the date as the third day of the Lord (Tuesday), the third day of the month Loos in the year 326 according to the Era of the Province of Arabia, that is, July 22, 431 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. Originally rectangular, the stones edges are broken and worn. The smoothed, inscribed surface is flaked off in the middle and lower left sections. The engraved text is recorded in a square script save for few round letters in line six. Lines one, three and five of the text were filled with red paint, while a black painted frame surrounds the entire text. The outer edge of the frame is decorated with a myrtle leaf motif drawn in red paint. Above the frame, a simple cross is inscribed within a circle, with the entire figure drawn in red paint. To the bottom right of the frame a fish motif is drawn in red paint. A partially preserved vertical symbol to the bottom-left of the frame resembles this fish motif. In line four, the age numeral and the word ἔτους are followed by a small angular motif. In line five, each figure of the year numeral is topped with a horizontal bar, while the entire year numeral is followed by a large angular motif. In line six, the word ἡμέρᾳ and the weekday numeral are followed by a similar angular motif, with the weekday numeral also topped by a horizontal bar. An angular motif also appears at the end of line eight. The text contains multiple spelling errors. The final υ in the genitive Ἀλουλάφου is indicated in the inscription with a curved, apostrophe-like leftwards facing mark at the end of the name. The editor notes that the personal name Ἀλούλαφος may be a Greek rendering of the Arabic name al-Hulaifa.         "
zoor0143,"Negev. Zoora. January 11, 435 CE. White sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,435,435,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            +               Μνημῖον Μνημεῖον Κύρας Ἀββίβου,               παυσομένη παυσαμένη                              μετὰ καλοῦ ὀνόματος καὶ                  καλῆς πίστεως ἐτῶν               μʹ,               ἐν               μηνὶ               Αὐδονέου Αὑ               ςκʹ, τκθʹ.               Θάρσι Θάρσει, οὐδὶς οὐδεὶς                ἀθάνατος.         ","            Monument of Kyra, (daughter) of Abbibos, who died having a good name and good                    faith (at the age) of 40 years, on (the) 26th (day) of (the) month Audynaios                    (?), (in the year) 329. Be of good cheer, no one (is) immortal.         ","            The inscription provides the date as the month Apellaios in the year 329 according to the Era of the Province of Arabia, that is, between November 17 and December 16, 434 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The rectangular stone is curved at the top edge, broken at the lower left and right corners, and chipped all around. The smoothed, inscribed surface is flaked off in the upper left corner. The engraved text, written predominantly in round script with a few square exceptions, is painted red in lines one, two, and six. A small, simple engraved cross appears at the top of the tombstone. Traces of a red painted decorative motif appear above the text, particularly on the right side. A horizontal bar appears above the age and year numerals in line six. The month day numeral is inverted. These numerals are divided by two connected angular motifs, each facing the opposite direction. The abbreviation of the word μηνὸς in line six is denoted by its first letter and the sign ξ. The text is surrounded by a red painted frame. The text contains both spelling and grammatical errors. The first five letters of the patronymic are mostly illegible, making the reconstruction of the name dubious.         "
zoor0140,"Negev. Zoora. May 19, 434 CE. Tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,434,434,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age,                        Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi                        al-Hasa, probably in secondary use in later graves. ",stone.other,"            Μνημῖον Μνημεῖον               + Κυριακὴ Σέαλλου,                  ἀποθανοῦσαν μετὰ καλοῦ ὀνόματος καὶ καλῆς πίστεως ἐτῶν                  ιζʹ, ἐν ἔτους τκθʹ, ἐν μηνὶ Ἀρτημεσίου                  κθʹ, ἡμέρᾳ               Κυρίου                              ζʹ. Θάρσι Θάρσει, οὐδὶς οὐδεὶς               + ἀθάνατος. +                              +         ","            Monument of Kyriake, (daughter) of Seallos, who died having a good name and good                    faith (at the age) of 17 years, in the year 329, on the 29th (day) of (the)                    month Artemisios, on (the) 7th day of the Lord (Saturday). Be of good cheer, no                    one (is) immortal.         ","            The inscription provides the date as the 7th day of the Lord (Saturday), the 29th day of the month Artemisios in the year 329 according to the Era of the Province of Arabia, that is, May 19, 434 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The nearly rectangular stone is broken in the upper and lower left corners as well as the upper section and chipped all around. The engraved text, written in round script, is set within incised guide-lines, some of which are painted red. The text of line twelve is entirely covered in red paint, while lines two, four, five, six, seven, eight, nine, and ten are partially painted red. The text is surrounded by an incised and red painted frame. Below the frame, a cross with serifs is outlined in black paint and filled in with red. At the end of line one, an outlined incised cross appears with the letter chi in its center and four red painted dots in its corners. In line seven, a horizontal bar appears above the age numeral. Another horizontal bar appears above the abbreviation of Κυρίου in line ten. A simple incised cross with four red painted dots in its corners appears at the ends of lines eleven and twelve. The text contains both spelling and grammatical errors.         "
zoor0144,"Negev. Zoora. Μαy 10, 435 CE. White sandstone tombstone with purple stripes. Epitaph.",funerary.epitaph,Zoora,Greek,435,435,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            +               Μνημῖον Μνημεῖον                Νοομίλη Ἀννιανοῦ, ἀποθανοῦσα μετὰ καλοῦ ὀνόματος,               ζήσας ἔτη               ιβʹ,               μηνὸς               Ἀρτεμισίου               κʹ, τλʹ.               Θάρσι Θάρσει, οὐδὶς οὐδεὶς                              ὀθάνατος ἀθάνατος.         ","            Monument of Noomile, (daughter) of Annianus, who died having a good name - after                    having lived 12 years - on (the) 20th (day) of (the) month Artemisios, (in the                    year) 330. Be of good cheer, no one (is) immortal.         ","            The inscription provides the date as the 20th day of the month Artemisios in the year 330 according to the Era of the Province of Arabia, that is, May 10, 435 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The rectangular stone is smoothed and chipped all around. The engraved text is written in round script in lines one through eight and square in lines nine and ten, possibly indicating different handwriting. Lines two, five, eight, and ten of text are painted red. Centered above the text, a simple, outlined cross is engraved and painted red. This cross is flanked by two red painted birds, of which only traces are discernible. Below the text, an outlined radiant sun-disc with rays extending from its perimeter and a dot in its center is drawn in red paint. In line eight, the tens figure of the age numeral is denoted by a curved line and the whole numeral by a horizontal line. A horizontal bar appears above the month day and year numerals in line eight. The abbreviation of the month Ἀρτεμίσιος in line 8 of the text is denoted by the first three letters and the sign S. The text contains both spelling and grammatical errors. The text contains both spelling and grammatical errors. The editor notes that the feminine personal name Νοομίλη is new in Ghor es-Safi, while the masculine Νάμηλος appears in Syria.         "
zoor0141,"Negev. Zoora. November 2, 434 CE. Light purple sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,434,434,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            Μνημῖον Μνημεῖον Θόψη Ἀσλόμου ἐνκρατοῦς,                παυσομένη παυσαμένη               μετὸ μετὰ καλοῦ ὀνόματος καὶ               καλῆς πίστεως ἐτῶν πεʹ, ἐν μηνὶ Δίου ιςʹ, τοῦ ἔτους τκθʹ.               Θάρσι Θάρσει, οὐδὶς οὐδεὶς               ἀθάνατος.         ","            Monument of Thopse, (daughter) of Aslomos, the temperate, who died having a good                    name and good faith (at the age) of 85 years, on the 16th (day) of (the) month                    Dios, in the year 329. Be of good cheer, no one (is) immortal.         ","            The inscription provides the date as the 16th day of the month Dios in the year 329 according to the Era of the Province of Arabia, that is, November 2, 434 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The surface of the rectangular stone is flaked off in the middle of the left side, while the smoothed, inscribed surface is chipped in several places. The engraved text, recorded in round script, is painted red in lines one, three, five, seven, and nine. Traces of green paint are also discernible. A decorative figure appears above the text consisting of a chi-rho monogram inscribed within a circle. In line two, the abbreviation of ἐνκρατοῦς is denoted by a small S sign attached to the horizontal stroke of the tau. A horizontal bar appears above the age numeral in line seven and the year numeral in line nine. A horizontal stroke appears above the month day numeral in line eight. The text contains both spelling and grammatical errors. The editor notes that epithet ἐγκρατής, meaning ""continent,"" is otherwise rare in Palestine and Arabia, having no extant epigraphic parallels.         "
zoor0142,"Negev. Zoora. November 17 - December 16, 434 CE. White and yellowish sandstone tombstone with brown diagonal stripe. Epitaph.",funerary.epitaph,Zoora,Greek,434,434,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            + Εἷς Θεός. Μνημῖον Μνημεῖον Σάβα ὁ καὶ Κλαυδίου Κασσιανοῦ,                  ἀποθανόντας ἐτῶν                λθʹ, τκθʹ, μηνὸς               Ἀπελλέου Ἁπελλαίου. Θάρσι Θάρσει, οὐδὶς οὐδεὶς                ἀθάνατος.         ","            One (is) the God. Monument of Sabas, also (called) Claudius, (son) of Cassianus,                    who died (at the age) of 39 years, (in the year) 329, in (the) month of                    Apellaios. Be of good cheer, no one (is) immortal.         ","            The inscription provides the date as the month Apellaios in the year 329 according to the Era of the Province of Arabia, that is, between November 17 and December 16, 434 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The rectangular stone is curved at the top edge, broken at the lower left and right corners, and chipped all around. The smoothed, inscribed surface is flaked off in the upper left corner. The engraved text, written predominantly in round script with a few square exceptions, is painted red in lines one, two, and six. A small, simple engraved cross appears at the top of the tombstone. Traces of a red painted decorative motif appear above the text, particularly on the right side. A horizontal bar appears above the age and year numerals in line six. These numerals are divided by two connected angular motifs, each facing the opposite direction. The abbreviation of the word μηνὸς in line six is denoted by its first letter and the sign ξ. The text is surrounded by a red painted frame. The text contains both spelling and grammatical errors.         "
zoor0139,"Negev. Zoora. June 30, 432 CE. White sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,432,432,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            Μνημῖον Μνημεῖον Ἀλεξάνδρου Οὐαλεντίνου,                τελετεύσαντος τελευτήσαντος               μετὰ καλοῦ ἀνόματος ὀνόματος                ἐτῶν μςʹ, ἐν ἔτους ἔτει               τκςʹ, μηνὸς               Πανέμου Πανήμου                              ιαʹ. Θάρσι Θάρσει,                οὐδὶς οὐδεὶς               ἀθάνατος. +               +         ","            Monument of Alexandros, (son) of Oualentinos (Valentinus), who died having a good                    name (at the age) of 46 years, in (the) year 327, on the 11th (day) of (the)                    month Panemos. Be of good cheer, no one (is) immortal.         ","            The inscription provides the date as the 11th day of the month Panemos in the year 327 according to the Era of the Province of Arabia, that is, June 30, 432 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The rectangular stone is chipped all around. The engraved text, written predominantly in square script with a few oval thetas and round omicrons, is painted red in lines two, five, seven, and ten. Traces of red paint are also visible in the first few letters of line eight. Two crosses appear toward the bottom of the stone, one at the end of line ten and the other centerd below the text. These outlined crosses with serifs are incised and painted red, and their interiors are slightly hollowed. A horizontal bar appears above the tens figure in the age numeral in line seven. The word μηνὀς is abbreviated with an eta above the mu.         "
zoor0138,"Negev. Zoora. November 10, 431 CE. White sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,431,431,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            +               Μνημῖαν Μνημεῖον               + Παρθενίου, ἀποθανόντος ἐτῶν                  οʹ, ἔτους τριακοσσιοστοῦ τριακοσιοστοῦ               κςʹ, μηνὸς Δίου κδʹ, ἡμέρᾳ Κυρίου γʹ.               +               +               +         ","            Monument of Parthenios, who died (at the age) of 70 years, in (the) three hundred                    and 26th year, on the 24th (day) of (the) month Dios, on (the) 3rd day of (the)                    Lord (Tuesday).         ","            The inscription records the date as the 3rd day of the Lord (Tuesday), the 24th day of the month Dios in the year 326 according to the Era of the Province of Arabia, that is, November 10, 431 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. Originally rectangular, the stone is broken at the lower right corner and curved in the lower left and upper right corners. It is also chipped all around. The smoothed, inscribed surface is flaked off in the upper section. The engraved text, written in a mixture of round and square script, is painted red in lines one, three, and five. Above the text to the right, a simple cross is incised and painted red. A cross also appears on the first of the text, preceding the name of the deceased. Three crosses appear below the text. The middle cross, both engraved and painted red, is outlined with a red painted letter chi in its center. This central cross is flanked by two similar crosses, which are only painted. A red painted, vertical palm branch appears below these three crosses. A horizontal bar appears above the age numeral in line two and the weekday numeral in line five. A horizontal stroke appears above the tens and units figures of the year numeral in line three.         "
zoor0150,"Negev. Zoora. August 23, 436 CE. White sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,436,436,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            + Εἷς Θεός. Δόξα τῷ                  Κυρίῳ. Ἀμήν. Μνημῖον Μνημεῖον                Γοργονίου Κλαυδίου, ὑποδιακόνου,               ἀποθανόντος μετὰ καλοῦ + ὀνόματος ἐτῶν                  νεʹ, ἐν ἔτι τοῦ ἔτους τλαʹ, μηνὸς Γαρπιέου Γορπαίου εʹ,               ἡμήρᾳ ἡμέρᾳ                              Κυρου Κυρίου               βʹ.               Χριστὲ               Ἰησοῦ               σῶσον.               +               +               +         ","            One (is) the God. Glory to the Lord. Amen. Monument of Gorgonios, (son) of                    Claudius, the subdeacon, who died having a good name (at the age) of 55 years,                    in the year (twice) 331, on the 5th (day) of (the) month Gorpiaios, on (the) 2nd                    day of (the) Lord (Monday). Jesus Christ, save (him).         ","            The inscription provides the date as the 2nd day of the Lord (Monday), the 5th day of the month Gorpiaios in the year 331 according to the Era of the Province of Arabia, that is, August 23, 436 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The rectangular stone is curved at the top and broken in its upper section and lower upper right side. The text, written in round script, is engraved upon a smoothed surface of the stone. The text preserves red and green paint: lines two and nine are painted red, while lines one, five, the age numeral in line seven, and line eight are painted green. Line eleven, preserves traces of both colors. Above the text, a centered outlined cross is flanked by two inward-facing birds. While all three figures are engraved, the cross and left bird also filled with green paint. A vertical fish in the left margin of the stone is also filled with green paint. An engraved outlined cross with serifs appears in the right margin. The vertical bar of this cross is painted green. A left-facing bird appears below this cross, and a vertical palm branch appears above the bird. Both figures are engraved, and green paint is discernible in the palm branch as well as the bird's head and tail. Below the text, a centered outlined cross is flanked by two circles, each of which are divided into quarters by a projecting cross. The cross and the circles are engraved, and the upper vertical bar of the cross is painted green. The quarters of the circles are painted different colors. Moving clockwise from the upper left quarter, the left circle is painted red, green, white, and unpainted. The right circle is painted green, white, unpainted, and red. All of these decorative figures are deeply engraved. A horizontal bar appears above and below the age numeral in line seven and the weekday numeral in line ten. A horizontal bar also appears above the year numeral in line eight. A horizontal stroke appears above the month day numeral in line nine. The text contains both spelling and grammatical errors. The editor notes that personal name Γοργόνιος is otherwise unattested at Ghor es-Safi, and points out that the phrase ἐν ἔτι (aside from being misspelled) is also rendered unnecessary by the τοῦ ἔτους which follows. The editor also suggests that the letters ΧΪΥϹ may stand for the phrase Χ(ριστὸς) Ἰ(ησο)ῦς or Χ(ριστὲ) Ἰ(ησο)ῦ σ(ῶσον) or Χ(ριστὲ) Ἰ(ησο)ῦ Σ(ῶτερ).         "
zoor0147,"Negev. Zoora. October 18 - November 16, 435 CE. White sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,435,435,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            +                              Μνημῖον Μνημεῖον Φασήλης Σαλμάλλο Σαλμάλλου, ἐν Κυρίῳ παυσαμένη               μετὰ καλοῦ ὀνόματος καὶ καλῆς πίστεως                  ἐτῶν               ηʹ, ἐν μηνὶ Δίου                  ,               τλʹ.               Θάρσι Θάρσει, οὐδὶς οὐδεὶς ἀθἀνατος. + Ἡμέρᾳ Κυρίου               δʹ.         ","            Monument of Phasele, (daughter) of Salmallas, who died in Lord [sic] having a good name                    and good faith (at the age) of [.]8 years, in (the) month Dios..., (in the year)                    330. Be of good cheer, no one (is) immortal. (She died) on (the) 4th day of                    (the) Lord (Wednesday).         ","            The inscription provides the date as the 4th day of the Lord (Wednesday) in the month Dios in the year 330 according to the Era of the Province of Arabia, that is, between October 18 and November 16, 435 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The nearly rectangular tombstone is narrower at the top, broken at the lower left, and chipped all around. Written in predominantly square script with a few round omicrons, thetas, and phis, the text is engraved on a smoothed surface and preserves red paint in lines one, three, five, and seven. The surface is chipped on the left side, causing some of the text to be lost. The text is set within incised guide-lines, half of which are painted red, and surrounded by an engraved frame. The last line created by the final guide-line and the bottom side of the frame is not inscribed. Below the frame to the right faint traces of red paint appear, but the figure or figures depicted are indiscernible. A big outlined cross is incised above the text. Another cross appears after the word ἀθάνατος in line seven. In line two, the abbreviation of Κυρίῳ is denoted by the first letter and a small S sign. The tens unit of the age numeral in line five is eroded, making the age of the deceased unclear. The text contains both spelling and grammatical errors.         "
zoor0154,"Negev. Zoora. March 22, 437 - March 21, 438 CE. Purple sandstone tombstone. Epitaph.",funerary.epitaph,Zoora,Greek,437,438,tombstone,Negev,christian,Zoora,"Zoora, Negev. An Naq, cemetery.<br/>Found by local inhabitants in the northwest corner of the Bronze Age, Byzantine and Islamic cemetery in the An Naq neighborhood south of the Wadi al-Hasa, probably in secondary use in later graves. ",,"            +               + Εὐλογητὸς ὁ Θεός. Ἀμην.               Μνημῖον Μνημεῖον Ἀβάβιος Πέτρου, παυσαμένου τοῦ βίου μετὰ καλοῦ ἀνάματος ὀνάματος                καὶ καλῆς πίστεως. ἐτῶν τεσσέρων τεσσάρων, τοῦ ἔτους τριακασσιαστοῦ τριακοσιοστου τριακοστοῦ               δευτέρου. Θάρσι Θάρσει, οὐδὶς οὐδεὶς ἀθάνατος.         ","            Blessed (is) the God. Amen. Monument of Ababios, (son) of Petros, who ceased to                    live having a good name and good faith (at the age) of four years, in the three                    hundred and thirty-second year. Be of good cheer, no one (is) immortal.         ","            The inscription provides the date as the year 332 according to the Era of the Province of Arabia, that is, between March 22, 437 and March 21, 438 CE. The tombstone is one of about 700 discovered in Byzantine Zoora. The majority of the Greek tombstones from this location have been identified as Christian. The nearly rectangular stone is curved in the upper right corner, broken in the lower right corner, and chipped all around. The text, recorded predominantly in round script with a few square exceptions, is written upon a smoothed surface, which has a long vertical scratch down the middle. The text is engraved, except for the last seven letters of line one as well as line eleven, which are written in red paint. The engraved text is also painted red in lines one, three, five, seven, and nine as well, as is the second letter of line six. The text is flanked by two vertical lines. A series of heavily painted dots runs along the inside of the right line. Above the text, a centered cross-rho monogram is flanked by two crosses, the left of which is surrounded by a frame consisting of small dots and the right of which has serifs. Below the text, a cross-rho monogram with serifs is flanked by two crosses with outlined triangular serifs. The editor notes of these crosses that that ""in fact the left one has an outlined horizontal bar and only the vertical bar presents outlined triangular serifs."" A zigzag motif appears below the last two letters of line eleven. The text contains both spelling and grammatical errors.         "
